credit_score,income,loan_amount,employment_status,loan_purpose,previous_defaults,risk_label
413,35620,19298,0,3,1,0
660,50461,37670,0,0,4,1
640,40750,47471,1,3,4,0
748,118426,45934,2,0,1,0
479,108719,11050,0,2,2,0
706,29472,48952,0,0,2,1
495,89263,26034,0,0,1,0
765,132036,13484,0,1,4,0
610,77602,36323,0,3,0,0
561,45523,25796,2,2,3,0
718,50766,34069,0,3,0,1
705,123262,26827,0,0,0,0
442,86060,40361,0,0,4,0
641,29079,15315,0,0,3,0
615,28399,31519,0,3,3,0
400,80726,14107,0,0,2,0
543,112906,8869,1,3,1,0
789,36532,20447,0,2,4,0
311,142689,32370,0,2,3,0
538,102357,12971,1,3,4,0
341,63162,36269,0,2,2,0
728,23749,30651,0,1,0,0
457,31353,40757,0,0,3,0
515,132313,28446,0,0,2,0
761,48477,43108,0,0,4,0
433,44570,14643,0,1,2,0
366,106373,8823,1,0,2,0
306,31437,18454,1,3,2,0
825,58104,8932,0,0,2,1
372,83370,15220,0,3,2,0
698,24551,13554,0,2,2,0
704,88359,7429,0,3,1,0
429,74880,33208,0,3,4,0
765,32916,12444,0,3,0,0
505,146150,15510,0,0,4,0
565,100703,49045,1,1,3,0
836,61445,15537,0,1,3,0
552,67636,12147,1,3,4,0
588,93927,45399,1,0,2,1
463,98194,8598,0,1,1,0
394,49685,42097,1,2,0,0
409,71134,11718,1,2,2,0
635,108916,47691,0,0,4,0
537,127967,18782,0,2,4,0
680,114455,5051,0,2,1,1
735,147763,21702,2,2,1,0
782,87847,15184,0,1,4,0
324,59993,17468,0,2,2,0
416,64333,27072,0,3,2,0
781,128574,20479,0,3,2,0
691,78865,33467,0,2,0,0
836,99096,28402,1,3,0,1
378,69756,12210,0,1,2,0
472,142863,41724,1,0,4,0
311,81192,11057,1,3,1,0
427,80686,35916,0,2,3,0
391,68733,32268,0,0,1,0
842,124089,48978,1,0,1,0
831,45993,28259,2,2,3,0
746,50492,18864,0,3,2,0
689,40981,39293,0,1,1,0
342,44143,12043,0,3,3,0
553,97603,46473,1,3,4,0
429,109452,43893,1,1,4,0
359,80277,45642,0,0,4,0
766,127044,17529,1,1,2,0
586,131957,35868,0,1,1,0
816,69990,31309,1,2,1,0
766,148406,28284,0,2,0,1
644,82888,40268,0,3,4,0
681,89351,8464,0,2,2,1
552,117372,23643,0,1,3,1
355,69999,34265,0,1,2,0
762,123013,20954,0,2,1,0
756,122811,28880,0,2,4,0
382,124879,24043,0,2,0,0
398,90309,5255,0,1,2,0
448,32446,6502,1,0,0,0
628,50733,9656,1,0,1,0
455,139156,15302,0,2,3,0
489,96000,10430,0,3,2,0
793,68632,46366,0,3,1,1
562,41576,32425,2,0,4,0
379,23320,6860,2,2,2,0
699,30750,11158,0,1,0,0
559,123002,10806,2,3,2,0
400,73463,25738,1,3,1,0
658,46572,22106,1,1,1,0
679,138361,14474,0,1,0,0
520,37948,21997,0,2,1,0
719,146898,37599,0,1,2,0
423,136528,10790,0,1,0,0
721,58826,15170,0,1,1,0
530,109051,14004,0,0,1,0
362,47867,47746,0,1,2,0
784,80231,30792,0,3,1,0
782,86262,35216,0,2,2,0
818,111356,12232,0,2,4,0
454,146340,17674,2,2,2,0
391,92233,21052,1,0,3,0
825,64678,10913,0,3,1,0
754,127561,32913,0,1,4,0
809,32963,15567,0,3,0,1
482,84360,43379,0,2,3,0
685,69434,14432,1,1,0,0
704,86617,5319,0,2,3,0
545,40269,29469,0,2,4,0
770,137569,31490,1,2,4,0
722,96312,25584,0,3,4,1
364,117352,9791,0,3,3,0
312,99732,36736,0,2,2,0
512,137658,5329,0,2,0,0
541,127648,13851,0,1,2,0
792,101494,49078,0,2,2,0
512,108905,28126,0,2,1,1
637,97225,26300,1,2,0,0
472,102867,15164,0,2,3,0
463,57528,29509,1,3,1,0
764,144597,10703,0,2,1,0
796,98972,32109,0,0,4,0
694,85602,48417,0,2,3,0
607,116261,27554,0,3,2,0
482,110748,32676,0,0,2,0
809,143193,28804,0,0,2,0
845,146277,41923,1,2,4,0
526,53332,34802,0,2,2,0
735,144481,29795,0,3,0,1
721,110937,7611,2,0,2,0
320,149529,27075,0,0,2,0
696,98929,21479,0,3,0,0
404,89206,14180,1,2,4,0
491,111137,14304,0,1,1,0
316,22251,19610,0,1,3,0
419,65717,13437,0,0,4,0
692,119108,48118,0,0,2,0
724,47027,17521,0,2,1,0
428,117382,29028,0,1,3,0
429,106551,44328,2,0,3,0
328,29583,32301,1,2,3,0
396,70387,43015,0,1,0,1
309,43104,26740,0,3,0,0
541,32224,41845,1,0,1,0
531,80624,26282,0,3,2,0
583,76058,15858,0,1,1,0
499,124320,49159,0,2,2,0
378,116372,48714,1,2,4,0
472,49299,20186,0,1,3,0
766,98572,39185,2,3,3,0
715,105469,36194,0,2,0,0
748,97928,30230,0,0,4,0
386,149518,32018,0,3,4,0
400,93474,29665,0,3,2,0
307,24141,46722,1,0,4,0
499,43350,45159,2,1,0,0
804,95082,49132,0,2,2,0
386,90871,48139,2,3,1,0
342,25077,26516,1,2,2,0
684,66015,40272,0,2,1,0
734,91147,29673,0,3,2,0
707,79180,10239,0,1,3,0
782,60857,31415,0,3,1,0
316,121196,42888,0,1,0,0
447,79840,32195,0,0,1,0
576,145463,44161,0,1,1,0
531,79902,34323,1,1,2,0
665,25577,39964,1,3,3,0
527,40002,41234,0,2,2,0
735,70711,35763,0,2,2,0
698,59451,39674,0,1,3,0
510,119811,23105,0,1,2,1
690,69103,49651,0,3,3,0
798,48647,34739,0,1,0,0
839,54831,36969,0,3,3,0
790,138330,19497,0,0,4,0
741,120304,6816,0,1,3,0
560,116498,31483,0,0,3,0
649,148949,48481,1,1,4,0
651,133870,27159,2,1,3,0
819,115119,8849,0,0,1,0
619,86830,26612,0,0,2,0
437,100632,44617,0,3,2,0
849,56833,38826,0,3,0,0
667,132394,49498,0,0,0,1
519,112864,23706,0,1,4,1
636,44398,29563,2,3,1,0
522,144633,9359,0,1,0,0
659,81554,35669,1,2,2,0
628,70755,17809,0,3,0,0
762,37706,43428,0,3,0,0
681,42340,34454,0,3,3,0
468,84994,12254,0,2,0,0
516,83884,29785,0,0,4,1
677,104361,7093,0,1,2,0
418,37482,49498,0,2,4,0
489,74225,45985,0,0,4,0
669,78849,37009,0,3,1,0
448,94854,21558,2,0,3,1
787,61256,22718,0,0,4,0
673,129545,21705,0,0,1,0
459,128721,27082,0,1,2,1
650,101110,17342,1,0,2,0
587,133606,17239,0,0,1,1
587,34650,37274,0,0,4,0
525,66118,16419,0,0,4,0
822,48930,47832,0,2,3,0
821,105707,20003,0,2,3,1
572,149030,35866,2,0,2,0
701,120400,26988,1,0,3,0
482,31801,48027,0,0,1,0
787,71360,29908,0,3,2,0
423,107908,10674,0,0,4,0
713,36559,10002,0,0,2,0
471,52334,32567,1,2,0,0
587,125473,5910,0,2,2,0
734,33288,34072,0,2,3,1
412,42398,38717,0,1,1,0
421,96230,26809,1,3,4,0
843,32191,31651,0,0,4,0
521,38051,49291,0,2,3,0
338,81715,48989,0,1,3,0
796,30737,21484,0,0,3,0
532,85140,9646,2,0,0,0
829,45251,44713,0,2,1,0
448,70975,7400,0,0,0,0
696,25147,49331,0,0,3,0
601,70508,27185,1,0,1,0
659,72224,23727,0,2,3,0
537,39643,38120,0,1,1,0
535,58967,6018,0,0,4,0
502,118850,22563,0,1,0,0
555,123535,10193,1,0,3,0
534,60733,20701,1,2,3,0
644,104003,8536,0,1,2,0
833,54808,49610,0,2,4,0
765,139222,23886,2,3,3,0
840,87288,41587,0,0,0,1
512,78959,34410,0,3,4,0
762,21849,38744,0,3,3,0
735,88178,43665,0,3,0,0
582,87136,20957,0,0,2,0
762,80740,37875,1,2,2,0
706,132255,6626,1,3,0,0
387,106322,30279,0,1,4,1
343,64565,11229,0,0,0,0
760,40183,11877,0,2,0,0
577,135306,38642,0,2,2,0
720,21132,43311,0,3,2,0
652,58259,37356,0,0,2,0
814,116612,8809,2,3,3,0
318,83668,48371,1,1,3,0
322,148355,39875,0,2,1,0
712,58563,49513,0,2,3,0
329,112227,14465,0,0,4,0
407,128835,5559,2,2,4,0
666,30931,13308,0,0,2,0
580,147156,26353,0,3,0,0
427,93169,20250,0,1,2,0
528,149457,40814,1,0,0,0
410,70639,21427,1,3,2,0
435,142536,38276,0,1,2,0
661,123313,11107,1,2,4,0
485,78901,18476,0,1,0,0
428,120417,8439,0,1,1,0
560,21044,25312,1,1,1,1
814,66691,26795,1,2,2,1
748,120735,18136,0,0,2,0
403,44363,19167,0,0,4,0
782,66694,22300,1,1,0,0
523,21582,22182,1,3,2,0
790,99910,9971,1,3,1,0
772,86844,31909,0,1,0,0
309,41301,24659,2,1,2,0
704,94329,36403,2,3,0,0
601,21620,38586,0,1,4,0
530,82224,15360,1,1,1,1
365,76655,26424,0,0,0,0
411,115419,37499,0,0,1,0
312,57534,49695,0,1,2,0
692,140050,8065,0,1,3,0
799,123496,8259,0,2,0,0
533,59390,17300,1,0,1,0
613,91629,38370,0,1,0,0
311,75856,9295,0,2,2,0
508,69252,32209,2,2,2,0
313,75809,47751,0,2,1,0
717,42259,41295,0,2,4,0
736,40655,25927,0,0,0,1
676,53005,39579,0,2,0,0
319,51629,49871,0,0,2,0
369,43610,14032,1,2,0,0
510,77184,32718,0,2,1,0
400,41602,17877,1,3,3,0
431,105945,45731,0,0,2,0
680,31110,31666,0,3,3,0
431,26073,46684,0,3,0,0
319,120846,11766,1,2,4,0
835,100818,27829,0,0,1,0
526,30195,25221,0,1,0,0
453,21537,30102,0,2,1,0
768,37138,39433,0,0,0,1
704,64328,20932,0,3,0,0
501,145138,30714,0,0,0,0
337,66202,44743,0,2,2,0
487,60164,7552,1,0,3,0
356,146545,19274,0,3,4,0
319,109743,34250,0,0,3,0
572,74659,7808,0,0,3,0
418,106155,48858,0,3,1,0
815,69692,20295,1,2,2,1
520,140198,19669,0,1,2,0
825,44845,15523,0,3,0,0
814,109846,18769,1,3,3,0
635,123435,49645,0,2,4,0
354,50562,30207,0,2,1,0
799,48036,40224,0,0,2,0
835,80752,30557,1,3,0,0
461,94233,43191,2,0,4,0
458,103049,19246,1,0,3,0
487,128575,17846,0,2,4,0
359,88681,42085,2,2,2,0
618,47818,18470,0,0,1,1
510,50544,18176,0,3,3,0
705,82532,46881,1,3,1,0
408,98636,18546,0,0,4,0
375,77705,11805,0,1,4,0
841,40104,21788,0,1,0,0
613,144336,34348,0,2,3,0
416,147904,13080,1,3,4,1
318,89603,40886,0,0,2,0
731,122499,28764,0,0,2,0
649,79025,11630,0,3,1,0
482,116264,38333,2,2,2,0
412,52317,20701,1,2,4,0
482,51416,19859,0,1,2,0
780,62012,26183,2,3,3,0
445,125585,45438,1,3,1,0
412,88045,36749,0,0,3,0
775,41400,36887,0,3,4,0
602,68270,47244,0,1,4,0
417,92069,13776,1,3,2,0
460,139415,20021,0,0,0,0
700,69833,9327,0,1,0,0
497,83644,12614,0,0,4,0
559,100206,6245,2,3,4,0
346,89468,46011,0,2,1,0
698,132899,15355,2,3,4,0
377,79473,38305,2,3,4,0
423,65809,34714,0,0,1,1
374,58328,22198,0,2,3,1
436,56784,6415,0,3,3,0
699,43723,48798,2,1,1,0
804,80646,6652,0,1,1,0
799,86255,48625,0,0,3,0
437,20074,25446,0,0,3,0
349,144173,23740,0,2,3,0
553,46498,8810,2,0,3,1
725,85522,21569,0,2,2,0
846,116881,39319,1,3,1,0
601,40541,18584,0,1,0,0
648,65929,31783,0,1,2,0
348,143199,38529,2,1,0,0
373,120453,17511,0,0,0,0
560,46028,14471,2,0,4,0
655,49545,11163,0,3,1,0
559,99569,21065,0,0,2,0
594,51673,49654,0,2,1,0
612,50974,22920,2,1,3,0
481,78899,43969,2,3,1,0
663,43097,24154,0,2,0,1
487,122511,45167,0,2,3,0
842,113144,25229,0,0,1,0
847,84824,31997,0,0,1,0
707,43525,26101,1,1,0,0
713,77804,45391,0,3,3,0
641,35043,15327,2,2,0,0
519,61846,12187,0,0,1,1
462,97261,34685,1,0,2,1
519,122240,39948,0,3,2,0
569,127611,39728,0,3,4,1
699,70227,42921,2,0,2,1
481,73028,12035,0,0,3,0
504,57383,16471,1,1,4,0
527,49483,33460,2,3,3,0
549,27265,26071,0,2,2,0
740,42763,5582,0,0,2,0
832,95652,31189,0,0,1,0
495,35733,20531,0,0,3,0
818,132196,21672,0,0,0,1
369,111038,45747,0,1,1,0
698,57420,25243,0,3,3,0
502,141480,8060,0,0,4,0
447,128777,18731,0,3,3,0
771,29247,17294,0,2,4,0
498,43840,25719,0,2,4,0
725,85149,31325,0,2,2,0
791,41058,27597,0,2,0,0
441,135229,6903,0,3,3,0
612,54929,19551,0,2,0,0
464,104171,32751,0,2,4,0
613,111164,29278,1,0,2,0
320,51362,30653,0,0,0,1
381,106489,20141,0,0,1,0
430,104664,7377,2,1,4,0
604,67356,38615,1,0,1,0
670,97597,32452,0,2,0,0
683,147880,27725,0,3,0,0
744,26041,14524,0,2,0,0
724,98209,16698,0,3,3,0
460,147037,48339,2,2,4,0
477,81954,26175,0,1,4,0
789,81869,17314,2,0,4,0
626,41059,49197,0,2,3,1
588,119864,7365,2,0,0,1
653,64722,37017,0,1,0,0
327,37548,37126,0,1,1,0
342,35078,48372,0,0,3,0
722,25419,49134,0,0,2,0
476,55490,42823,0,3,3,0
828,96086,10622,1,0,1,0
793,135158,35540,0,0,1,0
497,78760,45551,1,3,1,0
816,50337,6949,0,2,0,1
813,21468,47800,0,3,2,1
321,44309,36912,2,2,1,0
411,86344,37161,0,2,4,0
356,110283,49387,0,2,0,0
365,92255,21508,0,3,2,0
397,147006,48713,0,3,4,1
443,101899,6919,2,1,2,0
734,48718,47595,0,2,2,0
385,114337,14617,0,3,4,0
643,128895,14732,1,1,3,0
593,57841,38298,0,2,2,0
542,93548,45617,0,3,3,0
331,103565,11929,2,3,2,0
690,66660,42117,0,3,4,0
576,126553,19456,1,0,2,0
831,70281,49063,0,1,1,0
453,133451,26140,1,3,1,0
682,136041,23185,2,0,2,0
367,20767,42924,0,1,4,0
513,23895,29240,0,1,4,0
675,78026,26845,0,0,0,0
512,138142,14228,1,1,4,0
378,62968,26686,0,0,3,1
680,60097,16920,0,2,2,0
357,35332,12432,0,3,1,0
325,34621,49971,2,0,4,0
746,96870,11189,0,1,1,0
365,38174,33039,0,1,0,0
553,144357,38910,0,2,2,0
343,119189,35226,0,2,4,1
396,60502,12614,0,2,1,0
526,56674,26224,0,2,4,0
735,57260,23013,2,2,0,0
678,62498,26446,2,3,1,0
477,87609,44673,0,0,1,0
726,69464,42657,0,2,2,0
606,91805,9839,0,2,2,0
803,84919,41725,0,3,1,0
567,148564,35203,0,0,2,0
307,74469,5557,0,2,1,0
807,37194,35666,0,0,3,0
775,46811,42389,1,0,4,0
596,92377,38607,1,3,3,0
463,145737,29578,0,3,3,0
784,63723,14243,0,2,4,0
371,120336,14596,2,1,1,0
537,95235,11998,2,3,1,0
403,131041,15129,0,0,2,0
509,96298,5510,0,0,0,0
767,79238,16596,0,2,1,0
753,148353,17974,0,2,4,0
567,125433,6137,0,2,0,0
685,137393,32897,0,0,4,0
686,127092,9666,0,3,4,0
558,22147,13906,0,1,4,0
582,118919,26818,0,3,0,0
339,119251,48246,2,1,3,0
785,58445,7654,0,3,4,0
519,73803,38758,0,2,2,0
428,147253,29204,0,0,1,0
819,81108,39928,0,1,1,0
559,126170,35552,0,3,1,0
665,22013,15336,0,0,0,0
843,105617,21206,0,1,2,0
823,102410,39831,0,1,2,0
315,73502,48563,0,0,2,1
428,137116,23361,1,2,2,0
408,57755,46335,0,0,2,0
832,28733,13933,0,2,3,0
568,29479,30816,0,3,2,0
461,95361,20619,0,3,2,0
559,41304,42687,0,0,0,1
401,55694,31943,0,2,0,0
805,144232,31819,2,3,2,0
546,125586,16741,2,2,3,0
836,101171,13798,0,2,2,0
430,134151,30143,1,2,2,0
652,106296,37747,0,0,2,0
495,29490,38651,2,2,4,0
681,41252,26182,0,0,3,0
526,125290,14415,0,3,1,0
775,26862,16085,0,3,2,0
776,130463,20008,0,1,1,0
564,89959,27102,1,1,3,0
671,30450,23452,2,3,2,0
785,76022,13120,0,2,1,0
733,147898,12820,1,2,1,1
510,81991,49669,1,3,3,0
676,60927,23170,0,3,2,0
694,120377,21259,0,1,4,0
749,108090,27099,0,2,3,0
663,69853,14649,0,3,4,1
756,51826,35255,0,1,2,0
525,62879,46037,0,1,1,0
430,77265,16805,0,2,3,0
775,92361,48147,0,1,3,0
576,128956,13744,2,1,3,0
455,97990,46241,0,0,0,0
517,109787,37305,0,3,2,0
489,106184,30857,0,2,0,0
716,60736,15679,0,3,3,0
845,44530,34829,0,0,3,0
340,98052,15985,0,2,4,0
606,67058,33287,0,3,0,0
637,126080,17391,0,1,1,0
613,94094,9861,0,2,2,0
374,94255,39364,0,0,1,0
578,24886,21863,0,1,1,0
475,146598,36499,0,0,2,0
572,113721,32794,0,1,3,0
588,138623,47923,0,3,4,0
571,57387,12919,1,3,3,0
365,41575,48102,0,3,3,0
782,132260,25282,1,0,0,1
547,128649,39840,1,2,1,0
455,59643,47255,0,3,1,0
346,30100,10624,0,0,1,0
753,80356,38706,0,1,4,0
500,27856,13176,0,3,4,0
423,58169,38529,0,1,4,1
300,48804,17941,0,3,2,0
490,149557,6669,0,1,4,1
815,55790,44896,0,0,0,0
741,50988,25246,1,3,0,0
442,129979,49859,0,0,3,0
490,96448,45076,2,0,3,1
832,58506,25323,2,1,3,0
526,133430,38894,2,3,3,1
612,107904,11021,1,2,0,0
601,87306,44205,0,2,3,0
759,32305,44807,0,0,0,0
700,29969,41903,0,1,4,0
692,32404,49732,0,1,4,0
506,28989,13711,1,1,2,0
509,85305,12904,2,3,3,1
414,55983,40051,0,3,4,0
550,130284,25942,0,1,4,1
518,59462,29251,0,2,1,0
706,39360,30058,0,2,1,0
742,105657,40245,0,3,0,0
653,46287,8093,0,1,2,0
849,85472,29918,1,2,1,0
441,135440,12207,0,2,2,1
800,128965,14394,2,3,4,0
846,81313,31974,0,3,0,1
841,54160,33172,1,2,2,0
806,26789,37283,0,1,1,0
580,47181,43995,1,2,4,0
723,34385,18280,0,2,3,0
569,102597,41303,0,1,4,0
453,85641,32453,0,3,1,0
382,64247,48350,2,1,1,0
725,106673,7913,0,1,3,0
574,120250,30765,0,1,4,0
583,25544,7340,0,1,2,0
472,135783,31179,0,3,2,0
626,33275,32873,1,2,4,0
362,125289,43057,0,0,2,0
372,83248,5597,0,3,4,0
674,54550,34119,2,1,4,0
807,73693,20025,1,2,1,0
697,148924,12145,1,2,0,0
419,39641,40670,0,1,1,0
736,91749,46723,0,3,2,0
764,144877,12694,0,1,0,1
585,100021,9830,1,2,4,1
564,35605,28930,0,2,2,0
619,123173,28752,0,3,3,0
675,70713,47602,0,0,2,0
388,40390,15489,0,1,0,0
502,95403,37692,1,0,0,0
633,78466,20768,0,2,4,0
521,23981,48132,0,0,3,0
340,29493,7160,2,1,4,0
367,91218,25133,0,1,3,0
813,91318,40690,0,2,3,0
426,135631,27870,2,3,4,0
554,139238,29496,2,3,2,1
315,115335,41572,0,2,1,0
776,127441,7368,0,1,3,0
361,36984,45861,0,3,0,0
731,145580,41700,1,0,4,0
567,131316,34203,1,2,2,0
334,42760,16552,0,0,3,0
793,111529,10608,0,1,2,0
768,21524,27485,0,3,4,0
624,138454,47060,0,1,0,0
603,69402,14862,0,0,3,1
575,111656,43299,1,1,3,0
500,85614,15412,0,1,2,0
744,55891,26354,0,2,4,0
623,111009,11344,0,2,1,0
334,59832,45655,0,1,3,1
781,65836,22993,0,2,0,0
779,93953,33682,0,1,3,0
364,33362,33415,0,0,3,0
307,86745,24323,0,2,1,1
600,57921,22997,0,1,1,0
642,90434,8679,1,2,4,0
730,147717,34489,0,1,3,0
723,38562,45308,0,2,3,0
631,84510,14488,1,3,2,0
737,96407,44842,0,1,2,0
473,27610,8996,2,3,0,0
826,129381,10695,0,1,0,0
325,112918,35204,1,3,2,0
705,35791,28382,2,1,0,0
531,78047,19235,1,2,3,0
832,120848,7366,0,3,1,1
849,123826,32467,0,2,3,0
804,87906,11764,0,1,2,0
478,39665,30360,0,2,4,0
431,90246,36923,1,1,4,0
754,85864,35175,0,2,2,0
647,66451,21292,0,3,3,0
839,123883,6614,0,1,0,0
705,106148,25939,0,2,0,0
375,65890,23800,1,1,4,0
791,26794,28246,1,1,2,0
493,52888,36688,0,1,2,0
461,26749,32962,0,0,1,0
646,66531,34764,0,1,4,0
660,135652,37470,0,2,2,0
386,40608,43501,2,0,1,0
561,100986,8216,1,2,0,0
513,89211,27072,0,0,4,0
561,140382,33242,0,1,4,0
582,103996,42132,0,3,2,0
766,76017,22861,0,3,2,0
679,123947,9960,0,1,3,0
661,77676,23781,0,0,0,0
748,31560,46069,0,2,0,0
740,74401,36126,0,3,1,0
392,70468,46609,0,1,1,0
723,135884,27578,2,1,3,0
441,52463,45498,1,0,0,0
590,51663,22883,0,3,1,0
731,133687,34782,0,1,0,0
348,88706,21979,0,3,0,0
601,78773,38746,0,2,1,0
489,53123,5730,0,1,2,0
435,114346,5056,1,1,2,0
703,29718,36457,0,2,1,0
640,146777,7243,0,1,3,0
617,82637,6701,0,0,4,0
662,20028,13303,2,2,0,0
681,82370,20100,2,0,4,0
532,67599,47161,0,2,1,0
643,37397,5947,0,2,0,0
848,129198,25505,0,0,4,0
828,127323,11553,0,2,2,0
482,65406,38525,0,3,3,0
340,67657,19866,0,0,4,0
696,87560,35472,0,2,3,0
793,143178,49348,0,0,2,0
632,124143,10651,0,2,4,0
426,144745,12273,1,2,1,0
300,146896,15033,0,3,0,0
467,33503,8535,0,3,2,0
318,74943,23677,0,3,3,0
631,95839,22488,0,2,3,0
755,102674,46621,0,3,2,0
408,45345,5908,0,0,1,0
567,138423,9617,0,2,1,0
744,70390,47816,0,0,3,0
539,115041,35431,0,3,2,1
600,79557,28453,0,2,2,0
402,85054,40079,2,0,0,0
549,21906,21020,0,1,3,0
752,60167,31562,0,0,1,0
819,27961,29373,0,2,4,0
452,46140,35164,1,1,1,0
473,144098,6885,0,3,1,0
642,139289,6049,1,3,4,0
730,78701,48271,1,0,3,0
623,97567,6161,0,3,0,0
719,100664,5815,0,0,1,0
784,101199,41534,0,0,1,0
711,149856,32498,1,0,3,0
383,119764,30037,0,0,3,0
412,101218,41007,0,2,2,0
631,142357,18942,0,2,3,0
677,100729,32278,0,1,3,0
340,48561,13272,0,1,1,0
404,70568,38637,0,3,0,0
501,129349,43294,0,2,1,0
749,93302,12741,0,1,3,0
565,115380,9694,0,2,2,0
509,114968,35306,2,2,0,0
417,49504,6934,0,3,2,0
676,136116,26556,1,3,4,0
839,57146,23907,0,0,2,0
383,60297,11159,0,2,2,1
753,106394,34158,1,0,3,0
813,147173,25293,0,0,3,0
686,145942,38932,2,0,3,0
649,88607,38387,1,2,3,0
595,36939,45750,0,2,3,1
557,110467,8066,0,0,2,0
380,70715,26256,0,2,4,0
567,64460,46406,0,0,3,0
718,86576,40105,0,1,4,0
534,88222,10594,0,2,4,0
610,32666,7460,0,3,1,0
656,82119,11820,0,3,1,0
512,55321,41210,1,0,0,0
348,21779,21191,1,1,1,0
426,33186,24095,0,2,3,1
522,36459,15529,1,0,4,0
578,106246,37175,0,1,0,0
707,107755,22675,0,1,1,0
804,25057,48158,0,2,2,0
593,80663,10374,0,3,0,0
576,38733,30976,0,3,3,0
737,39157,18142,1,1,4,0
406,55030,17204,2,3,3,0
719,39613,12394,0,1,3,0
728,128612,38593,1,1,2,0
674,135080,46964,0,1,2,0
372,103028,16652,0,3,4,0
329,106282,38740,1,0,1,0
487,25188,49036,0,3,3,0
663,127106,5443,0,0,1,0
750,148346,28903,0,3,4,0
494,49680,38522,0,2,3,0
455,123361,33180,0,2,1,0
471,80119,26119,0,3,3,0
340,122302,15363,0,2,2,0
362,94400,48665,0,2,2,0
322,75718,43164,0,2,0,0
659,56445,36541,0,2,4,0
374,25796,8465,1,0,1,0
417,67218,7711,0,1,3,0
679,59131,30198,0,0,0,0
589,28123,27488,0,1,4,0
739,28222,43515,0,1,4,0
306,44074,28608,0,3,4,0
495,131958,32898,0,3,1,0
720,136088,6919,2,3,2,0
492,49825,36171,0,3,0,0
447,56839,25599,0,3,1,0
501,127112,21965,0,0,3,0
743,147514,19434,0,0,1,0
718,88322,41649,0,2,3,0
726,76321,6999,0,0,3,0
778,119174,19849,1,0,4,0
774,122500,15903,0,3,1,0
425,130100,10445,1,2,2,0
694,45988,40396,0,0,3,0
624,55507,23040,0,0,4,0
691,119244,5246,0,2,2,0
739,118644,36153,0,1,1,0
503,145788,10212,2,3,2,0
785,115251,8339,0,0,1,0
330,43806,28142,0,0,3,1
687,56901,24394,2,2,0,0
733,37043,40136,1,0,0,0
675,95761,17186,1,3,3,0
643,29752,39607,2,0,2,0
742,88993,43973,0,1,1,0
374,62616,9395,1,3,0,0
454,72127,20290,0,1,1,0
729,94777,27151,1,2,3,0
662,20453,8691,1,3,2,0
747,95432,12470,0,0,1,0
533,142872,8841,1,3,2,0
561,107362,42116,0,3,0,0
424,30976,22776,0,3,1,0
544,134176,11060,0,1,4,0
841,119122,32584,2,2,0,0
784,90404,9300,0,3,2,0
421,101932,8338,0,0,3,0
424,117170,10487,0,3,4,0
848,97707,41282,2,3,1,0
469,109647,34529,0,2,0,0
423,53688,35262,1,0,1,0
334,106840,16280,1,0,1,0
386,137106,48075,0,1,4,0
500,127810,33804,0,0,4,0
668,124779,14915,1,0,4,0
376,113789,16158,2,0,4,0
358,116516,13621,1,3,3,0
730,22017,15547,0,1,2,0
799,27957,28177,1,0,4,0
408,134534,7459,0,0,0,0
577,127724,33768,0,0,1,0
367,24792,43041,1,3,4,0
368,75982,47225,0,3,0,1
464,33237,43191,1,1,3,0
788,71586,22434,0,2,0,1
604,101787,43247,1,1,0,0
664,39252,20419,0,3,3,0
678,30707,40017,0,0,3,0
642,54206,40577,1,0,1,1
653,114276,7921,0,1,4,0
715,23543,9676,0,0,0,0
408,64135,25425,2,3,2,0
796,136469,40185,0,1,2,0
640,133824,18463,2,2,1,0
682,124647,30474,0,3,2,0
832,55031,45935,0,3,1,0
599,62929,6469,1,0,4,0
438,85747,12292,0,3,1,0
658,77851,30409,0,3,3,0
798,75311,28526,0,2,3,0
684,132113,28465,1,0,3,1
579,125331,35955,0,3,3,0
782,85867,31785,0,0,3,0
410,108780,26033,0,3,3,0
438,77196,11931,0,2,3,0
734,93705,6091,0,0,3,0
808,77894,30772,0,0,3,0
572,107640,21363,0,2,4,0
398,127437,33490,0,1,3,0
403,34591,5260,0,3,1,0
513,117247,15456,0,3,4,0
464,68893,27320,0,1,2,0
819,20727,18435,1,0,0,0
583,41359,47145,0,0,4,0
816,63822,32025,0,2,3,0
463,121547,33109,0,2,4,0
363,135336,25754,0,2,0,0
390,123399,9301,1,1,0,0
416,132113,12207,2,1,3,0
566,108534,32920,0,0,3,0
439,30929,27203,0,2,1,0
545,148588,26545,0,0,0,0
694,80091,29016,0,1,3,0
786,100378,36098,1,3,0,0
775,43519,13556,0,0,1,0
816,37393,25102,0,1,2,0
483,54318,43893,0,2,0,0
319,94531,6924,1,3,1,0
823,114192,24479,0,3,1,0
828,67934,44451,2,3,1,0
446,125796,23922,0,2,4,0
603,130805,23660,0,3,3,0
527,101103,14945,1,1,0,0
401,48840,5306,0,0,4,0
716,138089,27959,0,3,0,0
515,109367,9231,0,3,4,0
706,33265,43796,0,1,3,0
698,25424,17207,0,2,1,0
798,40625,44426,2,3,0,0
764,99622,11336,0,1,1,0
381,49187,14630,1,1,3,0
664,55929,22256,0,2,0,0
462,81892,38909,0,2,2,0
347,40539,46168,0,0,2,0
810,76630,38719,2,3,2,0
